,question,answer,group_id
11898,What is no longer supported with addcdiv?,Warning Integer division,4812
11899,For what type of inputs can addcdiv be implemented as (input + value * tensor1 / tensor2),float inputs,4812
11900,What is the tensor to be added tensor1 (Tensor)?,input,4812
11901,Input (Tensor) – what is to be added tensor1 (Tensor)?,tensor,7287
11902,What is an example of a tensor that must be broadcastable?,Example,7287
11903,What does the Future type encapsulate?,asynchronous execution,7786
11904,What is the Future type primarily used by?,Distributed RPC Framework,7786
11905,What is an example of an asynchronous execution of a callable?,rpc_async(),7786
11906,What is GPU support a beta feature?,Warning,7786
11907,What can a callback function use to get the value of a Future?,value() method,7786
11908,What does the torch._C.Future expose to add callback functions and set results?,APIs,7786
11909,What happens if this Future is done?,Return True,7786
11910,What encapsulates an asynchronous execution and a set of utility functions to simplify operations on Future objects?,Wrapper around a torch._C.Future ,7786
11911,What does the Future type expose to add callback functions and set results?,APIs,7785
11912,What does torch._C.Future encapsulate?,asynchronous execution of a callable,8439
11913,"What can be added to the same Future, but the order in which they will be executed cannot be guaranteed?",Multiple callbacks,8439
11914,"If the Future is already completed, the given callback will be run what?",inline,8439
11915,When will the given callback function be run?,when the Future is completed,8439
11916,Which method provides a way to synchronize after your callback has completed?,then(),8439
11917,What can be cheaper if your callback does not return anything?,add_done_callback,8439
11918,What does add_done_callback behave in the same way as then()?,GPU tensors,8439
11919,"What is a Callable that takes in one argument, is the reference to this Future?",callback,8439
11920,What do both then() and add_done_callback use under the hood?,same,8439
11921,What does Future.done() return if this Future is done?,True,8439
11922,When is a Future done?,if it has a result or an exception,8439
11923,What does torch._C.Future expose?,APIs,8439
11924,What is Warning about GPU support?,"GPU support is a beta feature, subject to changes",8439
11925,What does torch._C.Future expose to add callback functions and set results?,APIs,8437
11926,What version of Warning GPU support is subject to changes?,beta,8154
11927,When will the given callback function run?,when the Future is completed,2665
11928,What cannot be guaranteed when multiple callbacks are added to the same Future?,the order in which they will be executed,1157
11929,What kind of callback registration API do both then() and add_done_callback use?,same,1157
11930,What will be run when the Future is completed?,Append the given callback function to this Future,1157
11931,"If this Future is already completed, the given callback will be run what?",inline,1157
11932,What is the name of the callable that takes in one argument?,Note,8283
11933,"What is the name of the callback that takes in one argument, is the reference to this Future?",which,8283
11934,What method provides a way to synchronize after your callback has completed?,then(),8285
11935,What is the name of the callback that takes in one argument?,Future,8422
11936,What does this method behave in the same way as then()?,GPU tensors,8422
11937,What happens if a Future is done?,Return True,8422
11938,What is the name of the Callable that references the Future?,Note,8421
11939,"What is a callback for a Callable that takes in one argument, is the reference to this Future?",Future,8421
11940,"What is a callback that takes in one argument, is the reference to this Future?",Future,9014
11941,What function returns True if the value contains tensors that reside on GPUs?,Future.done(),9014
11942,What is a callback that takes in one argument?,Note,9013
11943,What does Future.done() return if the Future is done?,True,5177
11944,A Future is done if it has what?,a result or an exception,5177
11945,"If the result is already usable, what does Future.done() do?",synchronizations,5177
11946,"If the value contains what that reside on GPUs, Future.done() will return True even if the asynchronous kernels that are popul",tensors,5178
11947,"When calling wait()/value() on this Future, the exception set here will be raised what?",inline,5178
11948,What will return True if the value contains tensors that reside on GPUs?,Future.done(),3516
11949,What does a Future not do?,a Future cannot be marked completed twice,3516
11950,What does Future.done() do?,record events on all the relevant current streams,3516
11951,What will be run immediately inline if this Future is already completed?,the given callback,3516
11952,What does Future.done() do to ensure that the result is already usable?,synchronizations,3514
11953,What will mark this Future as completed with an error and trigger all attached callbacks?,this Future,5820
11954,"When calling wait()/value() on this Future, the exception set here will be raised what way?",inline,5820
11955,What is the exception for this Future?,result,10596
11956,What does a Future cannot be marked completed twice?,a Future cannot be marked completed twice,10596
11957,What does setting the result for this Future do?,mark this Future as completed and trigger all attached callbacks,10596
11958,"Set the result for this Future, which will mark this Future as what?",completed,5819
11959,What does the result for this Future do?,mark this Future as completed,10594
11960,What will mark this Future as completed and trigger all attached callbacks?,Set the result for this Future,5830
11961,How many times can a Future be marked completed?,twice,5830
11962,"Set the result for this Future, which will do what?",mark this Future as completed and trigger all attached callbacks,5830
11963,Is a Future able to be completed twice?,a Future cannot be marked completed twice,5830
11964,What will this method record events on?,all the relevant current streams,5830
11965,What happens when a Future is marked as completed?,trigger all attached callbacks,5829
11966,What does it mean that a Future cannot be marked completed twice?,a Future cannot be marked completed twice,5829
11967,What is the result object of the Future?,object,10597
11968,What is the result object of this Future?,object,3511
11969,This method will record events on what?,all the relevant current streams,3511
11970,What is a Callable that takes this Future as the only argument?,Callable,5919
11971,What is the value held by this Future?,The value held by this Future,5919
11972,"If the value contains tensors that reside on GPUs, this method will not perform any additional synchronization. This should be done separately",wait(),5919
11973,A new Future object that holds what of the callback will be marked as completed when the given callback finishes?,return value,825
11974,Obtain the value of an already-completed future. This method should only be called after a call to what?,wait() has completed,825
11975,What does a Callable that takes this Future as the only argument do?,Note,5918
11976,When will a new Future object be marked as completed?,completed when the given callback finishes,5918
11977,What is the only argument for a callback?,Future,9010
11978,When a new Future object holds the return value of the callback is marked as what?,completed,9010
11979,What does a Callable that takes this Future object hold the return value of the callback and will be marked as completed when the given callback finishes,Note,9010
11980,What is a new Future object that holds the return value of a callback that will be marked as completed when the given callback finishes?,Note,824
11981,What is a new Future object that holds the return value of the callback and will be marked as completed when the given callback finishes?,Note,824
11982,What holds the return value of the callback and will be marked as completed when the given callback finishes?,A new Future object,826
11983,What method does not perform any additional synchronization if the value contains tensors that reside on GPUs?,wait(),826
11984,The future returned by fut.wait() will be marked appropriately with what?,the encountered error,4467
11985,What happens if the callback function throws an error?,the future returned by then will be marked appropriately,4391
11986,What could happen if the method is called after a call to wait() has completed?,Future may not yet hold a value,4575
11987,Where should a method be called to obtain the value of an already-completed future?,inside a callback function,4575
11988,Obtain the value of an already-completed future. This method should only be called after a call to what function has completed?,wait(),4577
11989,What is done when all of the sub-futures are completed?,Collects the provided Future objects into a single combined Future,4577
11990,What happens if any of the futures encounter an error?,exit early,4577
11991,What could cause value() to fail?,this Future may not yet hold a value,4577
11992,What does the value() method do?,Block until the value of this Future is ready,4577
11993,"If the function (callback or RPC) creating the value has thrown an error, what method will also throw an error?",this wait method,4577
11994,"If the value contains what that reside on GPUs, this method will not perform any additional synchronization.",tensors,4577
11995,"If the value contains tensors that reside on GPUs, what is performed with the kernels?",synchronization,4577
11996,What method inserts the necessary instructions in the current streams to ensure that further operations enqueued on those streams will be properly scheduled after the,wait(),4577
11997,What may not yet hold a value?,Future,7731
11998,What could happen if a call to value() is called after a call to wait() has completed?,Future may not yet hold a value,7731
11999,Where do tensors reside?,GPUs,7732
12000,Where should this method be called after a call to wait() has completed?,inside a callback function,7732
12001,What could cause the call to value() to fail?,this Future may not yet hold a value,7732
12002,How long should the value() method be called?,until the value of this Future is ready,7732
12003,What method should be used to perform additional synchronization if the value contains tensors that reside on GPUs?,wait(),4468
12004,What does this method do to obtain the value of an already-completed future?,Obtain the value of an already-completed future,4468
12005,What could happen if a call to value() fails?,Future may not yet hold a value,4468
12006,"If the value contains what that reside on GPUs, this method will not perform any additional synchronization?",tensors,4468
12007,"If the value contains tensors that reside on GPUs, then this method will not perform any additional synchronization. This should be done",wait(),9012
12008,What does a callback do?,Obtain the value of an already-completed future,9012
12009,What does a callback take as the only argument?,Future,9012
12010,The synchronization of tensors that reside on GPUs should be done separately through a call to what?,wait(),3519
12011,What happens to the value held by this Future?,the function (callback or RPC) creating the value has thrown an error,3519
12012,What does the value() method do until the value of this Future is ready?,Block,3519
12013,What is the name of the method that performs synchronization of tensors that reside on GPUs?,wait(),3519
12014,How long should the value() method block?,until the value of this Future is ready,3519
12015,How long is the value held by this Future blocked?,until the value of this Future is ready,7349
12016,What is the name of the block until the value of the Future is ready?,Block,1445
12017,How long until the value of this Future is ready?,Block,1445
12018,What does the wait method return if the function creating the value has thrown an error?,The value held by this Future,7352
12019,What is the function that collects the provided Future objects into a single combined Future that is completed when all of the sub-futures are completed,Collects the provided Future objects into a single combined Future that is completed when all of the sub-futures are completed,7352
12020,Returns a Future object to what?,a list of the passed in Futures,7352
12021,What is a futures (list)?,list of Future object,7352
12022,When will this method throw an error?,if wait on any Future throws,7352
12023,Futures (list) – a list of what?,completed Future results,7352
12024,What does the wait method throw an error on?,The value held by this Future,7352
12025,What does the wait method do?,Waits for all provided futures to be complete,7352
12026,"If any of the futures encounter an error, the method will report the error not waiting for other futures to complete?",exit early,7352
12027,What functions create the value of a Future?,callback or RPC,7351
12028,What does this return a Future object to?,Returns a Future object to a list of the passed in Futures,7351
12029,What is the value held by a Future?,value held by this Future,7351
12030,What function created the value has thrown an error?,callback or RPC,7351
12031,What is a list of Future objects?,list,3517
12032,What will insert the necessary instructions in the current streams to ensure that further operations enqueued on those streams will be properly scheduled after the as,wait(),3517
12033,What happens when all of the sub-futures are completed?,Collects the provided Future objects into a single combined Future,3517
12034,When is a single combined Future completed?,when all of the sub-futures are completed,1618
12035,What does the method do?,Waits for all provided futures to be complete,1618
12036,"If any of the futures encounter an error, the method will do what?",exit early,1618
12037,What does futures return?,Returns a Future object to a list of the passed in Futures,9433
12038,What is futures (list)?,a list of Future object,9433
12039,What does this method do if wait on any Future throws?,throw an error,9433
12040,What does the dividend and divisor compute?,the element-wise remainder of division,1752
12041,What is the dividend input?,input (Tensor),1752
12042,Returns what of (input - other) The shapes of input and other must be broadcastable?,p-norm,5650
12043,What is the other (Tensor)?,the Right-hand-side input tensor,5650
12044,"Applies a 1D transposed convolution operator over an input signal composed of several input planes, sometimes called what?",deconvolution,1202
12045,What does deconvolution combine an array of sliding local blocks into?,large containing tensor,1234
12046,What does Compute a partial inverse of MaxPool2d?,Computes a partial inverse of MaxPool3d,1234
12047,What does Computes a partial inverse of MaxPool1d?,Computes a partial inverse of MaxPool2d,2367
12048,Applies a 1D power-average pooling over an input signal composed of what?,several input planes,2367
12049,Applies what operation in kTkHkWkT times kH times kWkT,3D average-pooling,1171
12050,What type of pooling over an input signal composed of several input planes?,1D power-average,1171
12051,Computes a partial inverse of MaxPool2d. Computes a partial inverse of MaxPool,Computes a partial inverse of MaxPool2d,1171
12052,Applies what element-wise function?,hardswish function,1171
12053,What does 3D fractional max pooling over an input signal composed of several input planes?,2D fractional max pooling,1643
12054,"Applies the element-wise function ReLU6(x)=min(max(0,x),6)textReLU6",hardswish,1255
12055,What is the in-place version of elu()?,elu(),1255
12056,A squared term is used if the absolute element-wise error falls below what?,beta,2642
12057,"If the first argument is 2-dimensional and the second argument is what, the matrix-vector product is returned?",1-dimensional,3490
12058,"If the first argument is 2-dimensional and the second argument is 1-dimensional, what dimension is prepended to its dimension for the purpose of the batched matrix",1,3490
12059,What type of dimensions are broadcasted?,non-matrix,6971
12060,"If the second argument is at least what dimension, a 1 is appended to its dimension for the purpose of the batched matrix multiple and removed after",1-dimensional,3398
12061,What is a torch.Tensor?,multi-dimensional matrix containing elements of a single data type,869
12062,What type of tensor does Torch define?,LongTensor Boolean,7939
12063,What is another name for a doubletensor torch?,double torch,11043
12064,What is the sign of an IntTensor 6?,4-bit integer,11039
12065,What is a bfloat16 torch?,16-bit floating point 2 torch,119
12066,What is the unsigned name of the IntTensor torch?,/ quantized 4-bit integer,11034
12067,What is the sign for torch.int8 torch?,8-bit integer,177
12068,What is an alias for the default tensor type?,torch.Tensor,151
12069,What can be constructed by passing a torch.dtype and/or a torch.device to a constructor or tensor,A tensor of specific data type,8219
12070,Add what to self tensor?,scalar or tensor,5341
12071,What provides torch.Tensor to represent a multi-dimensional array containing elements of a single data type?,PyTorch,4975
12072,What is stored contiguously in memory?,array elements,4975
12073,What does PyTorch use for those array elements that are actually stored?,specified elements,4975
12074,What is a sparse storage format?,Note,4974
12075,What format can be advantageous only when the size and sparsity levels of arrays are high?,sparse storage,8107
12076,What is at least product(tensor shape>) * size of element type in bytes>?,strided tensor,7174
12077,What is NOT a list of index tuples?,the input i,846
12078,What type of sparse COO tensor can be constructed by specifying its size only?,empty,846
12079,What is the input i of a sparse COO tensor?,i,847
12080,What is the input i NOT a list of?,index tuples,6148
12081,What extends the sparse COO tensor by allowing the values tensor to be a multi-dimensional ten,PyTorch,1122
12082,How does PyTorch hybrid COO tensor extend the sparse COO tensor?,allowing the values tensor to be a multi-dimensional tensor,1122
12083,PyTorch hybrid COO tensor extends the sparse COO tensor by allowing the values tens,multi-dimensional tensor,5028
12084,What does M stand for?,s.sparse_dim(),5028
12085,What are the corresponding tensor values collected with?,arbitrary integer or floating point number element type,10844
12086,"If s is a sparse COO tensor and M = s.sparse_dim(), what",K,10844
12087,What does PyTorch sparse COO tensor format permit?,uncoalesced sparse tensors,3714
12088,PyTorch sparse COO tensor format permits what?,uncoalesced sparse tensors,4984
12089,How many values can be specified for the same index?,1,4983
12090,How many values can be specified for the same index 1?,3 and 4,4983
12091,What are two values that lead to a 1-D uncoalesced tensor?,3 and 4,2106
12092,How are sparse COO tensors implemented?,by simply concatenating the indices and values tensors,2969
12093,What is a sparse COO tensor a instance of?,torch.Tensor,2580
12094,How will most operations work with a coalesced or uncoalesced sparse tensor?,most operations will work identically,2580
12095,What should you do to prevent sparse tensors from growing too large?,coalesce,3575
12096,What type of COO tensor is a torch.Tensor instance?,sparse,2548
12097,What can be acquired using methods torch.Tensor.indices() and torch.Tensor.values()?,COO format data,4635
12098,What is used to distinguish sparse instances from other layouts?,Use torch.Tensor.is_sparse,4635
12099,What can one acquire only when the tensor instance is coalesced?,COO format data,4635
12100,What could be implemented by multiplying all the uncoalesced values with the scalar?,scalar multiplication,4635
12101,What type of operation cannot be implemented by a square root?,nonlinear operation,4635
12102,What dimension can be acquired using methods torch.Tensor.sparse_dim() and torch.Tensor.d,sparse,7207
12103,What does not hold in general?,sqrt(a + b) == sqrt(a) + sqrt(b),8387
12104,The values of the same indices are what?,terms of a sum,2495
12105,What is the CSR tensor of size nnz?,1-D tensor,7358
12106,What does svd_lowrank() yes indicate if the PyTorch operation supports backward with respect to sparse matrix argument,SVD,11096
12107,What does the PyTorch operation support backward with respect to sparse matrix argument?,All PyTorch operations,10235
12108,What is the only PyTorch operation that supports backward with respect to sparse matrix argument?,torch,4178
12109,"All PyTorch operations, except torch.smm(), support backward with respect to what?",strided matrix arguments,11068
12110,PyTorch does not support matrix multiplication with what layout signature?,M[strided] @ M[sparse_coo],11015
12111,PyTorch applications can still compute this using what?,matrix relation,11015
12112,"If self is a sparse COO tensor that is coalesced, return a coalesced copy of self",uncoalesced,3879
12113,What Return the number of sparse dimensions in a sparse tensor self?,Tensor.sparse_dim,3879
12114,"If self is a sparse COO tensor, what type of tensor is returned?",uncoalesced,6744
12115,What returns the indices of the self tensor when self is a sparse CSR tensor of layout spars,Tensor.col_indices,1900
12116,Convert a tensor to what format?,compressed row storage format,1900
12117,Return the tensor of a sparse COO tensor. Tensor.values Return the values tens,indices,5189
12118,What is the name of the short-time Fourier transform function that will only return complex tensors?,return_complex=True,5887
12119,The interface of the STFT computes the Fourier transform of short overlapping windows of the input is modeled after what?,librosa stft function,2618
12120,What must the input be?,1-D time sequence or a 2-D batch of time sequences,6945
12121,"If window is None (default), it is treated as if having what everywhere in the window?",111,11402
12122,for STFT Window can be a what?,1-D tensor of size win_length,11402
12123,"If what is true, input will be padded on both sides so that the ttt-th frame is centered?",center is True,11402
12124,When does function return the normalized STFT results.,"If normalized is True, the ",11402
12125,"If win_length is None, window will be padded on both sides to length n_fft before being applied.",n_fft,3657
12126,"If win_length is None, window will be padded on both sides to length n_fft before being applied?",n_fft,11375
12127,When does the function return the normalized STFT results?,If normalized is True,3461
12128,"If return_complex is True, the return is a input.dim() + what?",1 dimensional complex tensor,3461
12129,What is the output if return_complex is True?,input.dim() + 2 dimensional real tensor,3461
12130,What type of data does torch.as_tensor() avoid a copy of?,NumPy ndarray,11234
12131,What does torch.tensor() construct when data is a tensor x?,a leaf variable,11234
12132,What do you use if you have a Tensor data and want to avoid a copy?,torch.Tensor.requires_grad_() or torch.Tensor.detach(),11234
12133,Computes the what of a square matrix for an integer n?,n-th power,1729
12134,Returns a bool indicating if CUDA is currently available.,whether PyTorch’s CUDA state has been initialized,1507
12135,Sets the current device. This is a wrapper API to set the stream.,current stream,1579
12136,What does the caching allocator do for a process?,Set memory fraction,5137
12137,What does Computes the exponential of the elements minus 1 of input?,Computes the exponential of the elements minus 1 of input,10335
12138,What is the exponentially scaled zeroth order modified Bessel function?,the first kind,1763
12139,What does the torch._C.Future encapsulate?,asynchronous execution of a callable,8438
12140,What does the torch._C.Future expose?,APIs,8438
12141,What API does add_done_callback use?,callback registration,8438
12142,What is the name of the callback function that will be run when the Future is completed?,Append,5831
12143,What is used to enforce a certain order?,chaining,5831
12144,"If this Future is already completed, the given callback will be run immediately what?",inline,5831
12145,What does a Future not have to be done twice?,a Future cannot be marked completed twice,5831
12146,What is another name for callback?,Future,8284
12147,"If the value contains tensors that reside on GPUs, what will return True even if the asynchronous kernels that are popul",Future.done(),9704
12148,"If the result is already usable, what can be performed?",synchronizations,3515
12149,What happens when the result is set for this Future?,mark this Future as completed and trigger all attached callbacks,10595
12150,What is safe to call this method immediately after launching kernels?,change streams in between,10595
12151,"If the Future is already completed, the given callback will be run immediately what?",inline,3512
12152,"If the Future's value contains tensors that reside on GPUs, the callback might be invoked when?",while the async kernels that are populating those tensors haven’t yet finished executing on the device,3512
12153,What are the dedicated streams set to when the callback is invoked?,current,3512
12154,The non-blocking behavior of what method is similar to the non-blocking behavior of?,wait(),3512
12155,What does the Future's value contain that reside on GPUs?,tensors,3485
12156,What non-blocking behavior is similar to the non-blocking behavior of?,wait(),3485
12157,What are the dedicated streams set as?,current,3486
12158,What is a method that should only be called after a call to wait() has completed?,Obtain the value of an already-completed future,3486
12159,When should the Obtain the value of an already-completed future be called?,after a call to wait() has completed,3486
12160,"If the Future's value contains what that reside on GPUs, the callback might be invoked while the async kernels that are",tensors,3486
12161,The non-blocking behavior of what is similar to the non-blocking behavior of?,wait(),3486
12162,What happens if the callback returns a value that contains tensors that reside on a GPU?,"the
callback might be invoked while the async kernels that are populating
those tensors haven’t yet finished executing on the device",3486
12163,What does a callback do to an already-completed future?,Obtain the value of an already-completed future,3486
12164,What could happen if the callback is called after a call to wait() has completed?,Future may not yet hold a value,3486
12165,What holds the return value of the callback?,A new Future object,9011
12166,What could cause calling value() to fail?,this Future may not yet hold a value,9011
12167,What could happen if the method is called after a call to wait() has completed or inside a callback function passed to then()?,Future may not yet hold a value,4392
12168,How long should the value() method be blocked?,until the value of this Future is ready,4576
12169,When does Block occur?,until the value of this Future is ready,1446
12170,"If the value contains what that reside on GPUs, then an additional synchronization is performed with the kernels (executing on the device) which may",tensors,7350
12171,"What is required when accessing and using the values, as long as one doesn't change streams?",No further synchronization,4393
12172,What type of convolution is applied to an input signal composed of several input planes?,1D convolution,1193
12173,What is another name for a 2D transposed convolution operator over an input image composed of several input planes?,deconvolution,1193
12174,Applies what operation in kTkHkWkT times kWkTkHkW regions by step,3D average-pooling,1190
12175,What is the In-place version of threshold()?,In-place version of threshold(),1190
12176,What type of linear unit function does threshold() apply?,rectified linear unit function element-wise,1190
12177,What is the rectified linear unit function element-wise?,In-place,1190
12178,Applies a pooling over an input signal composed of several input planes. Applies a pooling over an input signal composed of several input,3D max,1207
12179,What is the result of a 2D max pooling over an input signal composed of several input planes?,Computes a partial inverse of MaxPool1d,1207
12180,Applies what type of convolution over an input image composed of several input planes?,3D,1222
12181,Applies what over an input image composed of several input planes?,3D convolution,1222
12182,What is the name of the pooling over an input signal?,3D adaptive max,1222
12183,Applies what operation in kHkWkH times kWkHkW regions by step size sHs,2D average-pooling,1235
12184,What does a 3D transposed convolution operator combine an array of sliding local blocks into?,large containing tensor,1235
12185,What is a 2D fractional max pooling over an input signal composed of several input planes?,2D fractional max pooling over,1235
12186,What operation in kTkHkWkT times kWkTkHkW regions by step size,3D average-pooling,1622
12187,What does a 2D max pooling over an input signal consist of?,several input planes,1622
12188,What does an array of sliding local blocks combine into?,a large containing tensor,1622
12189,What is the input signal composed of?,several input planes,1622
12190,What does a 2D adaptive max pooling over an input signal consist of?,several input planes,1622
12191,What does each element of the input Tensor have?,Thresholds,1622
12192,What type of max pooling over an input signal composed of several input planes?,3D,1213
12193,What is the result of the 2D max pooling over an input signal composed of several input planes?,Computes a partial inverse of MaxPool1d,1213
12194,What does a 3D adaptive max pooling over an input signal consist of?,several input planes,1213
12195,"What function element-wise. In-place version of hardtanh(). Applies the hardswish function, element-wise?",HardTanh,1213
12196,In-place version of what?,leaky_relu(),3823
12197,What is the result of two tensors?,Matrix product of two tensors,4213
12198,The non-matrix dimensions are what?,broadcasted,4213
12199,What is a dtype CPU tensor or a GPU tensor?,dtype CPU tensor GPU tensor,9211
12200,What type of tensor is 32-bit floating point torch.float32 or torch.float torch.FloatTensor torch.,CPU tensor GPU tensor,1499
12201,How many bit floating point 1 torch.float16 or torch.half torch.HalfTensor torch.cuda.Hal,16,118
12202,What is another term for binary16?,Sometimes referred,11044
12203,What is torch.float64 or torch.double torch?,64-bit floating point,163
12204,"What is the term used to describe a device that uses 1 sign, 5 exponent, and 10 significand bits?",Brain Floating Point,163
12205,"Brain Floating Point: uses 1 sign, 8 exponent, and 7 significand bits. Useful when precision is important at the expense of",Useful,10951
12206,How many bits does a doubletensor have?,16,11040
12207,What is torch.cuda.HalfTensor?,16-bit floating point 2,11046
12208,What is Brain Floating Point stored as?,8-bit signed integer,11046
12209,What is torch.bfloat16 torch.BFloat16Tensor torch.cuda.BFloat16Tensor,16-bit floating point 2,120
12210,What is the name of the torch.Tensor?,torch.Tensor,120
12211,What is the same number of exponent bits as float32 quantized 4-bit integer?,8-bit signed integer,11013
12212,What is an alias?,torch.Tensor,11013
12213,What is torch.Tensor an alias for?,default tensor type (torch.FloatTensor),129
12214,What type of integer (signed) torch.int16 or torch.short torch.ShortTensor torch.cuda.,16-bit,129
12215,A tensor can be constructed from a what?,Python list or sequence using the torch,159
12216,What can be constructed from a Python list or sequence using the torch.tensor type?,A tensor,11029
12217,What is torch.complex128 or torch.cdouble 8-bit integer (unsigned) torch.uint8 torch.By,128-bit complex,114
12218,What can be constructed from a Python list or sequence using the torch.tensor() constructor?,A tensor,11025
12219,"What is the name of the tensor that uses 1 sign, 5 exponent, and 10 significand bits?",binary16,11025
12220,What does a Tensor data need to change?,requires_grad flag,10948
12221,"If you have a Tensor data and just want to change its requires_grad flag, use requires_grad_() or detach()",numpy,178
12222,"If you have a Tensor data and want to avoid a copy, use requires_grad_() or detach() to avoid",numpy array,11080
12223,What is the signature of torch.cuda.CharTensor?,16-bit integer,11037
12224,What is True if the Tensor is quantized?,Tensor.is_quantized,3876
12225,"Is True if the Tensor is a meta tensor, False otherwise?",meta,3876
12226,Tensor.ndim Alias for dim() Tensor.ndim Returns a new tensor containing what?,real values of the self tensor,3876
12227,Is Tensor.is_meta True if the Tensor is a meta tensor?,True if the Tensor is a meta tensor,5286
12228,What does torch.abs() Tensor.abs stand for?,Tensor.abs,5286
12229,Where is the Tensor.device?,torch.device,3891
12230,Tensor.imag Returns a new tensor containing what of the self tensor?,imaginary values,6573
12231,What is the name of the feature that adds a scalar or tensor to self tensor?,addbmm,6570
12232,What type of data does a Tensor.new_empty return a Tensor of size size filled with?,uninitialized data,6570
12233,What is another name for addbmm() Tensor?,addbmm,6457
12234,Tensor.is_meta Is what?,True if the Tensor is a meta tensor,6457
12235,What does Tensor.ndim Alias for dim() Tensor.ndim Returns a new tensor containing,real values of the self tensor,6457
12236,The default gain forSELUsacrifices what effect for more stable gradient flow in rectangular layers?,the normalisation effect,5200
12237,Return the what value for the given nonlinearity function?,recommended gain value,5200
12238,What is the recommended gain value for the given nonlinearity function?,nonlinearity gain,5200
12239,What is the Tensor mean?,the mean of the normal distribution std,5200
12240,tensor– an n-dimensionaltorch.Tensor mean– the mean of the normal distribution std–,n-dimensionaltorch,5200
12241,"What is the definition of Identity 111 Conv1,2,3D 111 Sigmoid 111 Tanh 53frac5",Linear,4113
12242,What is needed to induce a stable fixed point in the forward pass?,a variance of1/N,4114
12243,"What is 111 Conv1,2,3D 111 Sigmoid 111 Tanh?",Linear / Identity,4114
12244,"What does Linear / Identity 111 Conv1,2,3,3D 111 Tanh 53frac5335",tensor,4114
12245,What do the initial weights have to have in order to induce a stable fixed point in the forward pass?,variance of1/N,1912
12246,What is the name of the Sigmoid 111 Tanh?,Sigmoid 111 Tanh,5900
12247,What effect does the default gain forSELUsacrifices have for more stable gradient flow in rectangular layers?,the normalisation effect,5900
12248,What is Sigmoid 111 Tanh?,Sigmoid 111 Tanh,5900
12249,What does a tensor fill the input Tensor with?,scalar value0,5900
12250,What is Tanh's number?,111,111
12251,What does usingnonlinearity='selu' give the initial weights?,variance of1/N,4074
12252,What does the default gain forSELUsacrifice for more stable gradient flow in rectangular layers?,the default gain forSELUsacrifices the normalisation effect,4074
12253,What is param?,optional parameter,10397
12254,What is param for the non-linear function?,optional parameter,10397
12255,What value does the input Tensor have to fill the tensor with?,scalar value,10828
12256,What value does a tensor fill the input Tensor with?,scalar value0,10828
12257,What value does an n-dimensionaltorch fill the input Tensor with?,scalar value0,2336
12258,What do examples fill the input Tensor with values drawn from?,the normal distribution,2336
12259,Fills the 2-dimensional inputTensor with what?,identity matrix,2426
12260,What type of torch is a tensor?,2-dimensional,2426
12261,Fills the input Tensor with values drawn from what distribution?,normal distribution,2426
12262,"InLinearlayers, where as many inputs are preserved, what does Fills the 2-dimensional inputTensorwith the identity matrix?",Preserves the identity of the inputs,2426
12263,Preserves the identity of the inputs inLinearlayers where?,as many inputs are preserved as possible,2337
12264,What is the input Tensor filled with values drawn from?,the uniform distribution,2337
12265,What does Fills the 2-dimensional inputTensorwith the identity matrix?,Preserves the identity of the inputs,2419
12266,"Fills the 3, 4, 5-dimensional inputTensorwith what?",Dirac delta function,2419
12267,What is used to fill the inputTensor with values according to the method described inUnderstanding the difficulty of training deep feedforward neural networks,uniform distribution,2419
12268,What is the name of the author of Understanding the difficulty of training deep feedforward neural networks?,X,2419
12269,What dimension is a tensor?,n-dimensional,2419
12270,What is the a-b bound of the uniform distribution Examples Fills the input Tensor with values drawn from the normal distribution?,the lower bound of the uniform distribution,8934
12271,"InLinearlayers, where as many inputs are preserved as possible, what does Fills the 2-dimensional inputTensorwith the identity",Preserves the identity of the inputs,2334
12272,What is the name of Glorot's paper Understanding the difficulty of training deep feedforward neural networks?,X,2334
12273,What does Examples Fill the input Tensor with?,scalar value0,2334
12274,Where are as many input channels preserved as possible?,Convolutionallayers,10825
12275,Who is the author of Understanding the difficulty of training deep feedforward neural networks?,Bengio,10825
12276,"In case of groups>1, each group of channels preserves identity <sep>","In case of groups>1, each group of channels preserves identity",10825
12277,"Who were Glorot, X. & Bengio, Y. (2010)?","& Bengio, Y.",10825
12278,"When was Glorot, X. & Bengio, Y. born?",2010,10825
12279,What is another name for Glorot initialization?,Glorot initialization,10825
12280,What is a tensor gain?,an optional scaling factor,10825
12281,"Glorot, X. & Bengio, Y. (2010), using what distribution?",normal distribution,10825
12282,What does tensor fill the 2-dimensional inputTensorwith?,identity matrix,10825
12283,"What function does tensor fill the 3, 4, 5-dimensional inputTensorwith?",Dirac delta function,10825
12284,"What is the resulting tensor's values sampled fromN(0,std2)mathcalN(",Glorot initialization,10825
12285,What is an optional tensor gain?,scaling factor,10825
12286,What is the input Tensor filled with?,scalar value0,10825
12287,What does tensor do?,Fills the input Tensor with the scalar value0,10825
12288,Who wrote Understanding the difficulty of training deep feedforward neural networks?,Bengio,11330
12289,What is an n-dimensionaltorch?,tensor– an n-dimensionaltorch.Tensor gain– an optional scaling factor,11330
12290,What is the value to fill the tensor with?,val,11330
12291,What is the resulting tensor known as?,Glorot initialization,10762
12292,What is the standard deviation of the normal distribution?,std,10762
