,question,answer,group_id
798,Since what version is the input tensor deprecated?,1.8.0,219
799,What is the size of window frame and STFT filter?,win_length,340
800,What is window(Optional[torch.Tensor])?,optional window function,340
801,What is center(bool)?,Whether input was padded on both sides,340
802,What is the amount to trim the signal by?,the original signal length,340
803,Is return_complex compatible or incompatible with onesided=True?,incompatible,340
804,"What is the value of size (..., signal_length)?",Least squares estimation of the original signal,340
805,What is Torch.ones(Optional[torch.Tensor]) called?,win_length,61
806,What is the default value for center(bool)?,True,281
807,What is the distance between neighboring window frames?,hop_length,281
808,What is win_length?,The size of window frame and STFT filter,281
809,What is the default value of center(bool)?,True,281
810,What is the distance between neighboring sliding window frames?,hop_length,281
811,What is the optional window function?,"Whether input was padded on both sides so that thettt-th frame is
centered",341
812,What does true if n_fft! mean in the input size?,fft_size,284
813,What is onesided(Optional[bool])?,Whether the STFT was onesided,298
814,What is the default value for the output of a STFT?,return_complex,298
815,What is Optional[bool]) – Whether the output should be complex or if the input should be assumed to derive from ,return_complex,292
816,What is incompatible with return_complex?,withonesided=True,292
817,What is the tensor of size?,1-D,152
818,Non-integerstepis subject to what when comparing againstend?,floating point rounding errors,152
819,What happens when the data type is inferred from the other input arguments?,If dtype is not given,152
820,"If any ofstart,end, orstopare floating-point, what is inferred to be the default dtype?",thedtypeis,152
821,What is the default value for the starting value for the set of points?,Default:0,151
822,What is returned by size end start stepleftlceil fractextend?,1-D tensor,151
823,"Out(Tensor,optional) – what is the output tensor?",output tensor,319
824,What is the default value for the ending value for the set of points step(Number)?,Default:1,279
825,What is the gap between each pair of adjacent points?,step(Number),322
826,What is the default tensor type used by if None?,Default,309
827,What will infer the data type from the other input arguments?,If dtype is not given,277
828,"If any ofstart,end, orstopare what, thedtypeis inferred to be the default dtype?",floating-point,277
829,What is the default dtype inferred to?,betorch.int64,277
830,"If any ofstart,end, orstopare floating-point, thedtypeis inferred to what?",betorch.int64,277
831,What uses a global default (seetorch.set_default_tensor_type())?,Default: if None,277
832,What is the default layout of returned Tensor?,Default:torch.strided,277
833,What contains data structures for multi-dimensional tensors and defines mathematical operations over these tensors?,The torch package,227
834,What does the torch package provide?,"it provides many utilities for efficient serializing of Tensors and arbitrary types, and other useful utilities",227
835,What does torch have that enables you to run your tensor computations on an NVIDIA GPU with compute capability >= 3.0?,CUDA counterpart,227
836,What does the CUDA counterpart return?,True if obj is a PyTorch storage object,227
837,What utility does the torch package provide for Tensors and arbitrary types?,efficient serializing,227
838,What does True if obj is return?,PyTorch storage object,227
839,What package contains data structures for multi-dimensional tensors?,torch,228
840,What has the counterpart of the torch package?,CUDA,228
841,What enables you to run your tensor computations on an NVIDIA GPU with compute capability >= 3.0?,CUDA counterpart,102
842,What does True return if obj is a PyTorch tensor?,PyTorch storage object,102
843,What are two examples of a complex data type?,"one of torch.complex64, andtorch.complex128",102
844,What is the name of the GPU that allows you to run tensor computations on an NVIDIA GPU with compute capability >= 3.0,CUDA,102
845,What type of data type is the data type of input?,floating point data type,146
846,"What is returned when a namedtuple(values,indices) returns the cumulative minimum of elements of input in the dimension dim",cumulative product of elements of input in the dimension dim,155
847,What does Returns the cumulative product of elements of input in the dimension dim?,the cumulative sum of elements of input in the dimension dim,32
848,What is the sum of elements of input in the dimension dim?,cumulative product,7
849,"What is returned when a namedtuple(values,indices) returns the cumulative product of elements of input in the dimension dim",cumulative sum of elements of input in the dimension dim,8
850,What is reduced in the batch matrix-matrix product of matrices stored in batch1 and batch2?,add step,115
851,What does it perform of matrices in batch1 and batch2?,batch matrix-matrix product,115
852,What happens to all matrix multiplications along the first dimension?,all matrix multiplications get accumulated along the first dimension,115
853,What does the matrix multiplication of matrices perform?,matrices mat1 and mat2,115
854,What is performed of the matrices mat1 and mat2?,matrix multiplication,116
855,What does it perform and adds it to the matrix input?,outer-product of vectors vec1 and vec2,116
856,What does the inverse of a symmetric positive-definite matrix do?,returns matrix inv,116
857,What does the matrixmatand the vectorvec perform?,matrix-vector product,121
858,Performs what of the matrices mat1 andmat2?,matrix multiplication,121
859,What is the matrix product of?,NNN2-D tensors,121
860,What product of the matrixmatand the vectorvec?,matrix-vector product,124
861,What happens to the outer-product of vectors vec1 and vec2?,adds it to the matrix input,124
862,What returns the matrix product of the NNN2-D tensors?,Returns the matrix product of the NNN2-D tensors,124
863,What product of vectorsvec1 andvec2 is added to the matrix input?,outer-product,123
864,What is performed of the matrixmatand the vectorvec?,matrix-vector product,123
865,What does the matrix-vector product of matrices perform?,batch matrix-matrix product of matrices in batch1 and batch2,123
866,What performs a batch matrix-matrix product of matrices stored in input and mat2?,batch matrix-matrix product of matrices in batch1 and batch2.,120
867,Returns the matrix product of what?,NNN2-D tensors,117
868,What is used to perform a batch matrix-matrix product?,matrices stored in input and mat2,117
869,What does a real square matrix compute?,eigenvalues and eigenvectors,117
870,What is the low-level function for calling LAPACK’s geqrf directly?,Alias of torch.outer(),117
871,What is this function for calling LAPACK’s geqrf directly?,low-level function,117
872,Is this a low-level function for calling LAPACK's geqrf directly?,low-level function,117
873,What calculates the log determinant of a square matrix or batches of square matrices?, torch.linalg.slogdet,117
874,Who computes the decomposition of a symmetric positive-definite matrixAAAor for batches of symmetric positive-definite matrices,Cholesky,130
875,What performs the outer-product of vectorsvec1 andvec2?,batch matrix-matrix product of matrices in batch1 and batch2,130
876,Performs the outer-product of what and adds it to the matrix input?,vectors vec1 and vec2,131
877,What decomposition of a symmetric positive-definite matrixAAor is computed for batches of symmetric positive-definite matrices,Cholesky,131
878,What is the dot product of two 1D tensors?,dot product of two 1D tensors,131
879,What does this low-level function call directly?,LAPACK’s geqrf,131
880,What returns the inverse of a symmetric positive-definite matrix?,returns matrix inv,14
881,Solves a linear system of equations with a positive semidefinite matrix to be inverted given what?,Cholesky factor matrixuuu,14
882,What is the low-level function for calling LAPACK's geqrf directly?,Alias of torch.outer(),14
883,What is the matrixuuu of a positive semidefinite matrix?,Cholesky factor,14
884,Solves what with a positive semidefinite matrix to be inverted given its Cholesky factor matrixuuu?,a linear system of equations,35
885,What does the Cholesky factoruuu compute?,dot product of two 1D tensors,35
886,What is the Cholesky decomposition of for batches of symmetric positive-definite matrices?,symmetric positive-definite matrixAAAor,35
887,What does the Cholesky factoruuu return?,returns matrix inv,183
888,What does the inverse of a symmetric positive-definite matrixAAAusing its Cholesky factoruuu return?,matrix inv,183
889,What is returned by Computes the inverse of a symmetric positive-definite matrixAAAusing its Cholesky factoruuu?,matrix inv,36
890,What does this function compute?,the base two exponential function of input,48
891,What does Alias of torch.outer compute the dot product for?,1D tensors,38
892,Computes the eigenvalues and eigenvectors of a real square matrix?,dot product,38
893,What calculates the dot product for 1D tensors?,Alias of torch.outer(),38
894,A linear system of equations with a positive semidefinite matrix to be inverted given what matrix?,Cholesky factor matrix,203
895,What does Alias for torch.linalg.det() call?, torch.linalg.inv(),203
896,What does Alias for torch.linalg.det() calculate?,log determinant,204
897,Computes the dot product for 1D tensors?,Alias of torch.outer(),204
898,What computes the dot product for 1D tensors?,Alias of torch.outer(),4
899,What problems does Alias for torch.linalg.slogdet() solve?,least squares and least norm problems,4
900,What is the sum of the vector norm?,sum(abs(x)**ord)**(1./ord),345
901,When is the output tensor ignored in torch.norm?,ifdim=None,308
902,What is the input tensor casted to when performing the operation?,:attr:’dtype’,308
903,What is the default value of the input tensor in torch.norm?,None,70
904,"If specified, the input tensor is casted to what?",:attr:’dtype’,276
905,What applies only to tensors with exactly two dimensions?,Frobenius norm,276
906,What is an example of a tensor that can only be applied across exactly two dimensions?,Frobenius norm,276
907,What does torch.ARCTANH do?, torch.atanh(),18
908,What does torch.ANY do?,Tests if any element in input evaluates to True,217
909,torch.ANY function matches the behavior of what function?,"This function matches the behaviour of NumPy in returning
output of dtypeboolfor all supported dtypes exceptuint8.
Foruint8the dtype of output isuint8itself.",217
910,What is the dtype of output for uint8?,For uint8the dtype of output isuint8 itself,287
911,What does input(Tensor) do?,returns True if any element in the row evaluate to True and False otherwise.,287
912,What is the dtype of output in torch.any?,uint8,241
913,What does the function return for each row of input in the given dimension dim?,Trueif any element in the row evaluate toTrueandFalseotherwise,241
914,What function returns the output tensor of the same size asinput?,If keepdim is True,241
915,"If keepdimisTrue, the output tensor has what?","the output tensor is of the same size
asinput",241
916,What function ensures that the output tensor is of the same size as input except in the dimension dim where it is of size 1?,keepdim is True,241
917,"If keepdim is True, the output tensor is of the same size asinput except in the dimension dimwhere it is",1 fewer dimension,241
918,What is the dtype of foruint8?,output isuint8itself,107
919,What function returns output of dtypebool for all supported dtypes exceptuint8?,NumPy,107
920,What does the function return for each row of inputin the given dimension dim?,Trueif any element in the row evaluate toTrueandFalseotherwise,107
921,"For each row of inputin the given dimension dim, returns what?",Trueif any element in the row evaluate toTrueandFalseotherwise,107
922,"For each row of input in the given dimension dim, returns what?",True if any element in the row evaluate toTrueandFalseotherwise,81
923,Where is the output tensor of the same size asinput except in the dimension dim?,"keepdimisTrue, the output tensor is of the same size
asinput",81
924,What happens if the output tensor is squeezed?,1 fewer dimension than input,81
925,What types of input does this function support?,"float,double,cfloatandcdoubledtypes",242
926,What does LU_data(Tensor) do?,LU factorization,242
927,What type of input does this function support?,for input,242
928,What must the batch dimensions of LU_pivots be equal to?,the batch dimensions ofLU_data,269
929,What must be the batch dimensions of LU_pivots be to the batch dimensions of LU_data?,equal,269
930,What returns the cumulative maximum of elements of input in the dimension dim?,a namedtuple,157
931,What is the output specified by for a 3-D tensor?,inputandindexmust have the same number of dimensions,86
932,Do inputandindexdo broadcast against each other?,not broadcast against each other,86
933,What does index(LongTensor) contain?,"indices of elements to gather sparse_grad(bool,optional)",86
934,What must have the same number of dimensions?,input and index,282
935,What type of elements represent if each element of input is real-valued or not?,boolean elements,163
936,What is a boolean tensor?,A boolean tensor that is True where input is real and False elsewhere,163
937,What is the default value of a boolean tensor?,True,163
938,Returns a new tensor with boolean elements representing what?,if each element of input is real-valued or not,163
939,What type of values are considered real?,Complex values are considered real when their imaginary part is 0,163
940,When are complex values considered real?,when their imaginary part is 0. input(Tensor) – the input tensor,163
941,What is a boolean tensor that is whereinput is real and False elsewhere?,True,163
942,What is nonlinearity gain?,"Linear / Identity 111 Conv{1,2,3}D 111 Sigmoid 111 Tanh 53\frac{5}{3}35​ ReLU 2\sqrt{2}2​ Leaky Relu 21+negative_slope2\sqrt{\frac{2}{1 + \text{negative\_slope}^2}}1+negative_slope22​​ SELU 34\frac{3}{4}43​",296
943,What does this give the initial weights?,variance of1/N,260
944,What does the default gain forSELUsacrifice?,normalisation effect,260
945,What does the default gain forSELU sacrifice for more stable gradient flow in rectangular layers?,normalisation effect,24
946,What is the value to fill the tensor with Examples?,an n-dimensionaltorch.Tensor val,272
947,Fills the input Tensor with what value1?,scalar,79
948,What value does a tensor fill the input Tensor with?,scalar value0,327
949,What value does the input Tensor fill with?,scalar,321
950,What does a tensor do when as many inputs are preserved as possible?,Preserves the identity of the inputs inLinearlayers,329
951,What value does Tensor val fill the input Tensor with?,scalar value,329
952,What does a tensor do in Linearlayers?,Preserves the identity of the inputs,329
953,Fills the 2-dimensional input tensorwith with scalar value1?,identity matrix,78
954,What is the function that preserves the identity of the inputs in Linearlayers?,Preserves the identity of the inputs in Linearlayers,76
955,What does Linearlayers do?,Preserves the identity of the inputs,339
956,What is the input Tensor filled with?,scalar value 0,326
957,What does Examples Fill the input Tensor with?,scalar value0,72
958,What does filling the 2-dimensional input tensor with the identity matrix do?,Preserves the identity of the inputs with the scalar value 1,75
959,What does tensor fill the 2-dimensional input tensor with?,the identity matrix,325
960,What does tensor do in Linearlayers?,Preserves the identity of the inputs,325
961,What does Examples fill the input Tensor with?,scalar value 0,71
962,What does Filling the 2-dimensional input tensor with the identity matrix do?,Preserves the identity of the inputs,71
963,What reduces the amount of matrix multiplications in a batch matrix-matrix product?,addbmm,111
964,Batch1 and batch2 must be what?,3-D tensors,111
965,What must batch1 and batch2 be?,3-D tensors,112
966,What does addbmm operator support?,This operator supportsTensorFloat32,112
967,What happens in a reduced add step?,all matrix multiplications get accumulated along the first dimension,113
968,"For inputs of typeFloatTensororDoubleTensor, arguments beta and alpha must be what",real numbers,113
969,"If input is ignored, andnanandinfin it will not be propagated.","Ifbetais 0,",113
970,What must batch1 and batch2 be?,3-D tensors,271
971,Which inputs will not be propagated ifbetais 0?,andnanandinfin,92
972,inputs of addbmm must be?,argumentsbetaandalphamust be real numbers otherwise they should be integers. This operator supportsTensorFloat32.,92
973,"If input is ignored, what is it?","Ifbetais 0,",93
974,What must argumentsbeta andalpha be for inputs of typeFloatTensororDoubleTensor?,argumentsbetaandalphamust be real numbers,93
975,What is the first batch of matrices to be multiplied?,batch1,82
976,What is the name of the Moore-Penrose inverse?,pseudoinverse,50
977,What is the most computationally convenient way to understand the pseudoinverse?,SVD,50
978,What does the Moon-Penrose inverse stand for?,the pseudoinverse,50
979,What does the SVD support?,batches of matrices,224
980,"What supports input of float, double, cfloat, and cdouble dtypes?",SVD,224
981,What is a matrix on the left multiplied by?,the pseudoinverse,224
982,The pseudoinverse is more computationally convenient to understand through what?,SVD,51
983,What part of the matrix is used in computations?,lower triangular part of the matrix,51
984,Ifhermitian= what is assumed to be Hermitian if complex or symmetric if real?,True,223
985,What is assumed to be Hermitian if complex or symmetric if real?,If hermitian= True,95
986,The singular values below the specifiedrcondthreshold are treated as what?,zero,95
987,What is assumed to be if complex or symmetric if real?,Hermitian,95
988,What values that are below the specifiedrcondthreshold are treated as zero and discarded in the computation?,The singular values,95
989,What does this function synchronize with the CPU for?,CUDA inputs,95
990,Supports input of what types of input?,"float, double, cfloat and cdouble dtypes",210
991,What type of matrices does Ais support?,batches of matrices,210
992,"Ifhermitian= what, is Ais assumed to be Hermitian if complex or symmetric if real?",True,210
993,What part of the matrix is used instead of Hermitian?,lower triangular part of the matrix,94
994,What should be done to the singular values that are below the specifiedrcondthreshold?,treated as zero and discarded in the computation.,94
995,"Supports input of float, double, cfloat and what other dtype?",cdouble,211
996,"Supports input of float, double, cfloat and cdouble dtypes. Also supports what?",batches of matrices,211
997,What does this function synchronize with the CPU?,CUDA inputs,211
998,What are the singular values that are below the specifiedrcondthreshold treated as?,zero,225
999,What function synchronizes a CUDA input with the CPU?,usestorch.linalg.svd()ifhermitian= False,225
1000,Why is it always preferable to uselstsq()?,faster and more numerically stable,243
1001,What is the default value of atorch.Tensor?,1e-15,193
1002,What computes the inverse of a square matrix?,torch.linalg.inv(),193
